"";"sub";"run";"obj";"type";"z";"roi"
"247";36;"pre-learned";"first";"within_item-across_pair";0,0111970019519698;"ca23dg_body_thre_0.5"
"248";36;"pre-learned";"last";"within_item-across_pair";-0,0134189048367108;"ca23dg_body_thre_0.5"
"249";1;"learned";"first";"within_pair-across_pair";-0,0223600957043199;"ca1_body_thre_0.5"
"250";1;"learned";"last";"within_pair-across_pair";-0,00975870921163987;"ca1_body_thre_0.5"
"251";1;"pre-learned";"first";"within_pair-across_pair";0,0074319194630668;"ca1_body_thre_0.5"
"252";1;"pre-learned";"last";"within_pair-across_pair";-0,00134049610607403;"ca1_body_thre_0.5"
"253";2;"learned";"first";"within_pair-across_pair";0,00713225066025121;"ca1_body_thre_0.5"
"254";2;"learned";"last";"within_pair-across_pair";-0,00517931594025714;"ca1_body_thre_0.5"
"255";2;"pre-learned";"first";"within_pair-across_pair";-0,0044972695723379;"ca1_body_thre_0.5"
"256";2;"pre-learned";"last";"within_pair-across_pair";0,0117746472496605;"ca1_body_thre_0.5"
"257";3;"learned";"first";"within_pair-across_pair";-0,0176063924184182;"ca1_body_thre_0.5"
"258";3;"learned";"last";"within_pair-across_pair";-0,00930802986031468;"ca1_body_thre_0.5"
"259";3;"pre-learned";"first";"within_pair-across_pair";-0,010903580521428;"ca1_body_thre_0.5"
"260";3;"pre-learned";"last";"within_pair-across_pair";-0,00416500253399657;"ca1_body_thre_0.5"
"261";4;"learned";"first";"within_pair-across_pair";0,0234041245437227;"ca1_body_thre_0.5"
"262";4;"learned";"last";"within_pair-across_pair";0,0224338587811912;"ca1_body_thre_0.5"
"263";4;"pre-learned";"first";"within_pair-across_pair";0,00538814537675098;"ca1_body_thre_0.5"
"264";4;"pre-learned";"last";"within_pair-across_pair";0,0145054412149232;"ca1_body_thre_0.5"
"265";5;"learned";"first";"within_pair-across_pair";0,0119565888829571;"ca1_body_thre_0.5"
"266";5;"learned";"last";"within_pair-across_pair";0,00572148984697293;"ca1_body_thre_0.5"
"267";5;"pre-learned";"first";"within_pair-across_pair";0,0204165621471599;"ca1_body_thre_0.5"
"268";5;"pre-learned";"last";"within_pair-across_pair";-0,0214774070017346;"ca1_body_thre_0.5"
"269";6;"learned";"first";"within_pair-across_pair";-0,0151335742376942;"ca1_body_thre_0.5"
"270";6;"learned";"last";"within_pair-across_pair";-0,00651610870858831;"ca1_body_thre_0.5"
"271";6;"pre-learned";"first";"within_pair-across_pair";-0,0217546760007189;"ca1_body_thre_0.5"
"272";6;"pre-learned";"last";"within_pair-across_pair";-0,0197564898379157;"ca1_body_thre_0.5"
"273";7;"learned";"first";"within_pair-across_pair";-0,00547064204273699;"ca1_body_thre_0.5"
"274";7;"learned";"last";"within_pair-across_pair";-0,0196283230340967;"ca1_body_thre_0.5"
"275";7;"pre-learned";"first";"within_pair-across_pair";-0,0465491760112996;"ca1_body_thre_0.5"
"276";7;"pre-learned";"last";"within_pair-across_pair";-0,0354993445416057;"ca1_body_thre_0.5"
"277";9;"learned";"first";"within_pair-across_pair";-0,00602952527089636;"ca1_body_thre_0.5"
"278";9;"learned";"last";"within_pair-across_pair";-0,00353704444158576;"ca1_body_thre_0.5"
"279";9;"pre-learned";"first";"within_pair-across_pair";0,0104987022173637;"ca1_body_thre_0.5"
"280";9;"pre-learned";"last";"within_pair-across_pair";0,0260954842619699;"ca1_body_thre_0.5"
"281";10;"learned";"first";"within_pair-across_pair";-0,0127703662934078;"ca1_body_thre_0.5"
"282";10;"learned";"last";"within_pair-across_pair";7,30830600485857e-05;"ca1_body_thre_0.5"
"283";10;"pre-learned";"first";"within_pair-across_pair";-0,000253108229113251;"ca1_body_thre_0.5"
"284";10;"pre-learned";"last";"within_pair-across_pair";-0,00651569295166663;"ca1_body_thre_0.5"
"285";11;"learned";"first";"within_pair-across_pair";0,0327818176628873;"ca1_body_thre_0.5"
"286";11;"learned";"last";"within_pair-across_pair";-0,0117810458051005;"ca1_body_thre_0.5"
"287";11;"pre-learned";"first";"within_pair-across_pair";0,0238271623194046;"ca1_body_thre_0.5"
"288";11;"pre-learned";"last";"within_pair-across_pair";-0,011522646499288;"ca1_body_thre_0.5"
"289";12;"learned";"first";"within_pair-across_pair";-0,0132008777714676;"ca1_body_thre_0.5"
"290";12;"learned";"last";"within_pair-across_pair";-0,0137697903776435;"ca1_body_thre_0.5"
"291";12;"pre-learned";"first";"within_pair-across_pair";0,00880480697308622;"ca1_body_thre_0.5"
"292";12;"pre-learned";"last";"within_pair-across_pair";0,0108693338748251;"ca1_body_thre_0.5"
"293";13;"learned";"first";"within_pair-across_pair";0,0149278077837798;"ca1_body_thre_0.5"
"294";13;"learned";"last";"within_pair-across_pair";-0,0029807342407652;"ca1_body_thre_0.5"
"295";13;"pre-learned";"first";"within_pair-across_pair";0,00720805083386573;"ca1_body_thre_0.5"
"296";13;"pre-learned";"last";"within_pair-across_pair";0,0102059885778779;"ca1_body_thre_0.5"
"297";14;"learned";"first";"within_pair-across_pair";-0,0171482192981394;"ca1_body_thre_0.5"
"298";14;"learned";"last";"within_pair-across_pair";0,027896229217736;"ca1_body_thre_0.5"
"299";14;"pre-learned";"first";"within_pair-across_pair";0,00983336586116855;"ca1_body_thre_0.5"
"300";14;"pre-learned";"last";"within_pair-across_pair";-0,00443987250814163;"ca1_body_thre_0.5"
"301";17;"learned";"first";"within_pair-across_pair";-0,00546549596434369;"ca1_body_thre_0.5"
"302";17;"learned";"last";"within_pair-across_pair";0,0145552837768754;"ca1_body_thre_0.5"
"303";17;"pre-learned";"first";"within_pair-across_pair";0,0131240974429199;"ca1_body_thre_0.5"
"304";17;"pre-learned";"last";"within_pair-across_pair";0,00140338004874856;"ca1_body_thre_0.5"
"305";18;"learned";"first";"within_pair-across_pair";0,0261609559076442;"ca1_body_thre_0.5"
"306";18;"learned";"last";"within_pair-across_pair";-0,00726007646813609;"ca1_body_thre_0.5"
"307";18;"pre-learned";"first";"within_pair-across_pair";0,0213941360552888;"ca1_body_thre_0.5"
"308";18;"pre-learned";"last";"within_pair-across_pair";0,0181324952448449;"ca1_body_thre_0.5"
"309";19;"learned";"first";"within_pair-across_pair";0,0037885900459936;"ca1_body_thre_0.5"
"310";19;"learned";"last";"within_pair-across_pair";0,00874409442024403;"ca1_body_thre_0.5"
"311";19;"pre-learned";"first";"within_pair-across_pair";-0,011975705449351;"ca1_body_thre_0.5"
"312";19;"pre-learned";"last";"within_pair-across_pair";0,0145427787105217;"ca1_body_thre_0.5"
"313";20;"learned";"first";"within_pair-across_pair";0,0134827609282676;"ca1_body_thre_0.5"
"314";20;"learned";"last";"within_pair-across_pair";-0,00762821502384176;"ca1_body_thre_0.5"
"315";20;"pre-learned";"first";"within_pair-across_pair";0,0353671931158016;"ca1_body_thre_0.5"
"316";20;"pre-learned";"last";"within_pair-across_pair";-0,00140487550391338;"ca1_body_thre_0.5"
"317";21;"learned";"first";"within_pair-across_pair";-0,0180844294986323;"ca1_body_thre_0.5"
"318";21;"learned";"last";"within_pair-across_pair";-0,00234580211431698;"ca1_body_thre_0.5"
"319";21;"pre-learned";"first";"within_pair-across_pair";0,00617134643391473;"ca1_body_thre_0.5"
"320";21;"pre-learned";"last";"within_pair-across_pair";-0,0107191498676473;"ca1_body_thre_0.5"
"321";22;"learned";"first";"within_pair-across_pair";0,00437651340217881;"ca1_body_thre_0.5"
"322";22;"learned";"last";"within_pair-across_pair";0,012531902529386;"ca1_body_thre_0.5"
"323";22;"pre-learned";"first";"within_pair-across_pair";0,023861869499643;"ca1_body_thre_0.5"
"324";22;"pre-learned";"last";"within_pair-across_pair";-0,0376722004231262;"ca1_body_thre_0.5"
"325";23;"learned";"first";"within_pair-across_pair";0,0214935183196769;"ca1_body_thre_0.5"
"326";23;"learned";"last";"within_pair-across_pair";0,0129027720863519;"ca1_body_thre_0.5"
"327";23;"pre-learned";"first";"within_pair-across_pair";0,00565398703194686;"ca1_body_thre_0.5"
"328";23;"pre-learned";"last";"within_pair-across_pair";0,00463728724500544;"ca1_body_thre_0.5"
"329";24;"learned";"first";"within_pair-across_pair";0,00605771108195012;"ca1_body_thre_0.5"
"330";24;"learned";"last";"within_pair-across_pair";0,0291383618447654;"ca1_body_thre_0.5"
"331";24;"pre-learned";"first";"within_pair-across_pair";0,0130923388744903;"ca1_body_thre_0.5"
"332";24;"pre-learned";"last";"within_pair-across_pair";0,00380737186025294;"ca1_body_thre_0.5"
"333";25;"learned";"first";"within_pair-across_pair";0,00919328616940377;"ca1_body_thre_0.5"
"334";25;"learned";"last";"within_pair-across_pair";-0,00570824922286475;"ca1_body_thre_0.5"
"335";25;"pre-learned";"first";"within_pair-across_pair";-0,0140834758644726;"ca1_body_thre_0.5"
"336";25;"pre-learned";"last";"within_pair-across_pair";-0,00281978038461031;"ca1_body_thre_0.5"
"337";26;"learned";"first";"within_pair-across_pair";0,011057753784529;"ca1_body_thre_0.5"
"338";26;"learned";"last";"within_pair-across_pair";0,0135196153371659;"ca1_body_thre_0.5"
"339";26;"pre-learned";"first";"within_pair-across_pair";0,0104120296852275;"ca1_body_thre_0.5"
"340";26;"pre-learned";"last";"within_pair-across_pair";-0,00699347601999883;"ca1_body_thre_0.5"
"341";27;"learned";"first";"within_pair-across_pair";0,0172428519823262;"ca1_body_thre_0.5"
"342";27;"learned";"last";"within_pair-across_pair";-0,025254487851038;"ca1_body_thre_0.5"
"343";27;"pre-learned";"first";"within_pair-across_pair";-0,00539182924543815;"ca1_body_thre_0.5"
"344";27;"pre-learned";"last";"within_pair-across_pair";0,0116549471276477;"ca1_body_thre_0.5"
"345";28;"learned";"first";"within_pair-across_pair";0,0189763526700526;"ca1_body_thre_0.5"
"346";28;"learned";"last";"within_pair-across_pair";-0,00893651169756707;"ca1_body_thre_0.5"
"347";28;"pre-learned";"first";"within_pair-across_pair";-0,01587978286206;"ca1_body_thre_0.5"
"348";28;"pre-learned";"last";"within_pair-across_pair";0,00237779760442224;"ca1_body_thre_0.5"
"349";29;"learned";"first";"within_pair-across_pair";-0,0348983915876381;"ca1_body_thre_0.5"
"350";29;"learned";"last";"within_pair-across_pair";0,012610057038003;"ca1_body_thre_0.5"
"351";29;"pre-learned";"first";"within_pair-across_pair";0,037771853185904;"ca1_body_thre_0.5"
"352";29;"pre-learned";"last";"within_pair-across_pair";0,0199361334063608;"ca1_body_thre_0.5"
"353";31;"learned";"first";"within_pair-across_pair";0,00580420183451181;"ca1_body_thre_0.5"
"354";31;"learned";"last";"within_pair-across_pair";-0,0308261776252593;"ca1_body_thre_0.5"
"355";31;"pre-learned";"first";"within_pair-across_pair";0,00687921110356763;"ca1_body_thre_0.5"
"356";31;"pre-learned";"last";"within_pair-across_pair";-0,0462188875900813;"ca1_body_thre_0.5"
"357";32;"learned";"first";"within_pair-across_pair";0,0443694967677374;"ca1_body_thre_0.5"
"358";32;"learned";"last";"within_pair-across_pair";0,0115580554740213;"ca1_body_thre_0.5"
"359";32;"pre-learned";"first";"within_pair-across_pair";-0,0119940616826716;"ca1_body_thre_0.5"
"360";32;"pre-learned";"last";"within_pair-across_pair";0,0328319866132235;"ca1_body_thre_0.5"
"361";33;"learned";"first";"within_pair-across_pair";0,0201340122096226;"ca1_body_thre_0.5"
"362";33;"learned";"last";"within_pair-across_pair";-0,0261933420485742;"ca1_body_thre_0.5"
"363";33;"pre-learned";"first";"within_pair-across_pair";-0,0116880073714561;"ca1_body_thre_0.5"
"364";33;"pre-learned";"last";"within_pair-across_pair";-0,0356490243091072;"ca1_body_thre_0.5"
"365";35;"learned";"first";"within_pair-across_pair";0,0437698307950908;"ca1_body_thre_0.5"
"366";35;"learned";"last";"within_pair-across_pair";-0,00120423688997266;"ca1_body_thre_0.5"
"367";35;"pre-learned";"first";"within_pair-across_pair";0,0225886505087375;"ca1_body_thre_0.5"
"368";35;"pre-learned";"last";"within_pair-across_pair";0,0202243443437807;"ca1_body_thre_0.5"
"369";36;"learned";"first";"within_pair-across_pair";0,00726388738758963;"ca1_body_thre_0.5"
"370";36;"learned";"last";"within_pair-across_pair";0,014030325231685;"ca1_body_thre_0.5"
"371";36;"pre-learned";"first";"within_pair-across_pair";-0,0279400381848481;"ca1_body_thre_0.5"
"372";36;"pre-learned";"last";"within_pair-across_pair";0,0136662325991754;"ca1_body_thre_0.5"
"373";1;"learned";"first";"within_item-across_pair";-0,0222787270319589;"ca1_body_thre_0.5"
"374";1;"learned";"last";"within_item-across_pair";-0,00586211807885346;"ca1_body_thre_0.5"
"375";1;"pre-learned";"first";"within_item-across_pair";-0,00700866923407107;"ca1_body_thre_0.5"
"376";1;"pre-learned";"last";"within_item-across_pair";-0,0133844771394683;"ca1_body_thre_0.5"
"377";2;"learned";"first";"within_item-across_pair";-0,0169910869185397;"ca1_body_thre_0.5"
"378";2;"learned";"last";"within_item-across_pair";0,00596512037077958;"ca1_body_thre_0.5"
"379";2;"pre-learned";"first";"within_item-across_pair";-0,000116953507458029;"ca1_body_thre_0.5"
"380";2;"pre-learned";"last";"within_item-across_pair";0,0126759988792046;"ca1_body_thre_0.5"
"381";3;"learned";"first";"within_item-across_pair";0,0177255354687081;"ca1_body_thre_0.5"
"382";3;"learned";"last";"within_item-across_pair";-0,0199151573618313;"ca1_body_thre_0.5"
"383";3;"pre-learned";"first";"within_item-across_pair";0,00213090735145033;"ca1_body_thre_0.5"
"384";3;"pre-learned";"last";"within_item-across_pair";0,0189302999856359;"ca1_body_thre_0.5"
"385";4;"learned";"first";"within_item-across_pair";0,0179498014024679;"ca1_body_thre_0.5"
"386";4;"learned";"last";"within_item-across_pair";0,0042434821219309;"ca1_body_thre_0.5"
"387";4;"pre-learned";"first";"within_item-across_pair";0,00695480993221452;"ca1_body_thre_0.5"
"388";4;"pre-learned";"last";"within_item-across_pair";1,73864330641448e-05;"ca1_body_thre_0.5"
"389";5;"learned";"first";"within_item-across_pair";-0,0148933491954922;"ca1_body_thre_0.5"
"390";5;"learned";"last";"within_item-across_pair";0,0251330910268856;"ca1_body_thre_0.5"
"391";5;"pre-learned";"first";"within_item-across_pair";-0,0013227162653851;"ca1_body_thre_0.5"
"392";5;"pre-learned";"last";"within_item-across_pair";-0,0207771409745005;"ca1_body_thre_0.5"
"393";6;"learned";"first";"within_item-across_pair";0,00142651073644405;"ca1_body_thre_0.5"
"394";6;"learned";"last";"within_item-across_pair";0,0097828461228207;"ca1_body_thre_0.5"
"395";6;"pre-learned";"first";"within_item-across_pair";0,0105060763986862;"ca1_body_thre_0.5"
"396";6;"pre-learned";"last";"within_item-across_pair";-0,000158178963674481;"ca1_body_thre_0.5"
"397";7;"learned";"first";"within_item-across_pair";0,00306647782941553;"ca1_body_thre_0.5"
"398";7;"learned";"last";"within_item-across_pair";0,00254913976193449;"ca1_body_thre_0.5"
"399";7;"pre-learned";"first";"within_item-across_pair";-0,0159443307653616;"ca1_body_thre_0.5"
"400";7;"pre-learned";"last";"within_item-across_pair";0,00526381000289814;"ca1_body_thre_0.5"
"401";9;"learned";"first";"within_item-across_pair";-0,0134250406327799;"ca1_body_thre_0.5"
"402";9;"learned";"last";"within_item-across_pair";-0,000386056939865181;"ca1_body_thre_0.5"
"403";9;"pre-learned";"first";"within_item-across_pair";-0,00357750534784652;"ca1_body_thre_0.5"
"404";9;"pre-learned";"last";"within_item-across_pair";0,00645694862712029;"ca1_body_thre_0.5"
"405";10;"learned";"first";"within_item-across_pair";-0,0252046194727887;"ca1_body_thre_0.5"
"406";10;"learned";"last";"within_item-across_pair";-0,0298051878003315;"ca1_body_thre_0.5"
"407";10;"pre-learned";"first";"within_item-across_pair";0,00374734790914437;"ca1_body_thre_0.5"
"408";10;"pre-learned";"last";"within_item-across_pair";-0,0233951487920021;"ca1_body_thre_0.5"
"409";11;"learned";"first";"within_item-across_pair";-0,00818457913418859;"ca1_body_thre_0.5"
"410";11;"learned";"last";"within_item-across_pair";0,0208452214278796;"ca1_body_thre_0.5"
"411";11;"pre-learned";"first";"within_item-across_pair";-0,0186210227657559;"ca1_body_thre_0.5"
"412";11;"pre-learned";"last";"within_item-across_pair";-0,0292998690002738;"ca1_body_thre_0.5"
"413";12;"learned";"first";"within_item-across_pair";0,0253843061926331;"ca1_body_thre_0.5"
"414";12;"learned";"last";"within_item-across_pair";-0,0174836536652008;"ca1_body_thre_0.5"
"415";12;"pre-learned";"first";"within_item-across_pair";0,0107986774720949;"ca1_body_thre_0.5"
"416";12;"pre-learned";"last";"within_item-across_pair";-0,0211934310357148;"ca1_body_thre_0.5"
"417";13;"learned";"first";"within_item-across_pair";-0,0124201031661007;"ca1_body_thre_0.5"
"418";13;"learned";"last";"within_item-across_pair";-0,00284141796412439;"ca1_body_thre_0.5"
"419";13;"pre-learned";"first";"within_item-across_pair";0,00809394285443846;"ca1_body_thre_0.5"
"420";13;"pre-learned";"last";"within_item-across_pair";-0,0127044868478828;"ca1_body_thre_0.5"
"421";14;"learned";"first";"within_item-across_pair";-0,012296987294427;"ca1_body_thre_0.5"
"422";14;"learned";"last";"within_item-across_pair";-0,000181794038352369;"ca1_body_thre_0.5"
"423";14;"pre-learned";"first";"within_item-across_pair";-0,0118009279480424;"ca1_body_thre_0.5"
"424";14;"pre-learned";"last";"within_item-across_pair";-0,00666154369199957;"ca1_body_thre_0.5"
"425";17;"learned";"first";"within_item-across_pair";-0,0114853006003529;"ca1_body_thre_0.5"
"426";17;"learned";"last";"within_item-across_pair";0,00352919660892635;"ca1_body_thre_0.5"
"427";17;"pre-learned";"first";"within_item-across_pair";0,0162108279113476;"ca1_body_thre_0.5"
"428";17;"pre-learned";"last";"within_item-across_pair";-0,00569926329473888;"ca1_body_thre_0.5"
"429";18;"learned";"first";"within_item-across_pair";-0,0125370251721082;"ca1_body_thre_0.5"
"430";18;"learned";"last";"within_item-across_pair";0,0106407848425952;"ca1_body_thre_0.5"
"431";18;"pre-learned";"first";"within_item-across_pair";0,0678932435505925;"ca1_body_thre_0.5"
"432";18;"pre-learned";"last";"within_item-across_pair";-0,0105622945804106;"ca1_body_thre_0.5"
"433";19;"learned";"first";"within_item-across_pair";-0,0129422103454529;"ca1_body_thre_0.5"
"434";19;"learned";"last";"within_item-across_pair";0,0124970264997032;"ca1_body_thre_0.5"
"435";19;"pre-learned";"first";"within_item-across_pair";-0,0229616618565922;"ca1_body_thre_0.5"
"436";19;"pre-learned";"last";"within_item-across_pair";-0,00723745628554504;"ca1_body_thre_0.5"
"437";20;"learned";"first";"within_item-across_pair";-0,00751257424953356;"ca1_body_thre_0.5"
"438";20;"learned";"last";"within_item-across_pair";0,014913246155625;"ca1_body_thre_0.5"
"439";20;"pre-learned";"first";"within_item-across_pair";0,0202588257272598;"ca1_body_thre_0.5"
"440";20;"pre-learned";"last";"within_item-across_pair";-0,0106564025438994;"ca1_body_thre_0.5"
"441";21;"learned";"first";"within_item-across_pair";0,00856361711351184;"ca1_body_thre_0.5"
"442";21;"learned";"last";"within_item-across_pair";0,00311398502428418;"ca1_body_thre_0.5"
"443";21;"pre-learned";"first";"within_item-across_pair";0,00230304069932883;"ca1_body_thre_0.5"
"444";21;"pre-learned";"last";"within_item-across_pair";-0,027337542419094;"ca1_body_thre_0.5"
"445";22;"learned";"first";"within_item-across_pair";0,00528882217567825;"ca1_body_thre_0.5"
"446";22;"learned";"last";"within_item-across_pair";0,028526519471841;"ca1_body_thre_0.5"
"447";22;"pre-learned";"first";"within_item-across_pair";0,0174537492968927;"ca1_body_thre_0.5"
"448";22;"pre-learned";"last";"within_item-across_pair";0,0244576839700577;"ca1_body_thre_0.5"
"449";23;"learned";"first";"within_item-across_pair";0,0151627958837492;"ca1_body_thre_0.5"
"450";23;"learned";"last";"within_item-across_pair";0,00915274971215907;"ca1_body_thre_0.5"
"451";23;"pre-learned";"first";"within_item-across_pair";0,00854644048593857;"ca1_body_thre_0.5"
"452";23;"pre-learned";"last";"within_item-across_pair";-0,00293227764540834;"ca1_body_thre_0.5"
"453";24;"learned";"first";"within_item-across_pair";0,0204222441470655;"ca1_body_thre_0.5"
"454";24;"learned";"last";"within_item-across_pair";0,0151034937416689;"ca1_body_thre_0.5"
"455";24;"pre-learned";"first";"within_item-across_pair";0,00371001327335238;"ca1_body_thre_0.5"
"456";24;"pre-learned";"last";"within_item-across_pair";-0,0177835516528143;"ca1_body_thre_0.5"
"457";25;"learned";"first";"within_item-across_pair";0,00264695241641827;"ca1_body_thre_0.5"
"458";25;"learned";"last";"within_item-across_pair";0,0370759165089981;"ca1_body_thre_0.5"
"459";25;"pre-learned";"first";"within_item-across_pair";0,000431460214653113;"ca1_body_thre_0.5"
"460";25;"pre-learned";"last";"within_item-across_pair";0,0228027196943169;"ca1_body_thre_0.5"
"461";26;"learned";"first";"within_item-across_pair";-0,0130481034390844;"ca1_body_thre_0.5"
"462";26;"learned";"last";"within_item-across_pair";0,0391453350153235;"ca1_body_thre_0.5"
"463";26;"pre-learned";"first";"within_item-across_pair";0,00759050524750564;"ca1_body_thre_0.5"
"464";26;"pre-learned";"last";"within_item-across_pair";-0,00253783292391979;"ca1_body_thre_0.5"
"465";27;"learned";"first";"within_item-across_pair";-0,00706112569140357;"ca1_body_thre_0.5"
"466";27;"learned";"last";"within_item-across_pair";-0,0185005460172804;"ca1_body_thre_0.5"
"467";27;"pre-learned";"first";"within_item-across_pair";0,00254886298017289;"ca1_body_thre_0.5"
"468";27;"pre-learned";"last";"within_item-across_pair";-0,00329512394628302;"ca1_body_thre_0.5"
"469";28;"learned";"first";"within_item-across_pair";0,0152501668459002;"ca1_body_thre_0.5"
"470";28;"learned";"last";"within_item-across_pair";-0,000887627030052179;"ca1_body_thre_0.5"
"471";28;"pre-learned";"first";"within_item-across_pair";-0,0168905975759996;"ca1_body_thre_0.5"
"472";28;"pre-learned";"last";"within_item-across_pair";0,00663021553762802;"ca1_body_thre_0.5"
"473";29;"learned";"first";"within_item-across_pair";-0,00303415571426967;"ca1_body_thre_0.5"
"474";29;"learned";"last";"within_item-across_pair";-0,00919342190166645;"ca1_body_thre_0.5"
"475";29;"pre-learned";"first";"within_item-across_pair";0,0156354762956996;"ca1_body_thre_0.5"
"476";29;"pre-learned";"last";"within_item-across_pair";0,0179029781821853;"ca1_body_thre_0.5"
"477";31;"learned";"first";"within_item-across_pair";0,0194568939144957;"ca1_body_thre_0.5"
"478";31;"learned";"last";"within_item-across_pair";0,00980329889266141;"ca1_body_thre_0.5"
"479";31;"pre-learned";"first";"within_item-across_pair";-0,0195314524953669;"ca1_body_thre_0.5"
"480";31;"pre-learned";"last";"within_item-across_pair";-0,03440847678861;"ca1_body_thre_0.5"
"481";32;"learned";"first";"within_item-across_pair";0,00864096163659299;"ca1_body_thre_0.5"
"482";32;"learned";"last";"within_item-across_pair";0,018588073179713;"ca1_body_thre_0.5"
"483";32;"pre-learned";"first";"within_item-across_pair";-0,00714990440798931;"ca1_body_thre_0.5"
"484";32;"pre-learned";"last";"within_item-across_pair";-0,0300780252052036;"ca1_body_thre_0.5"
"485";33;"learned";"first";"within_item-across_pair";-0,0143544222412882;"ca1_body_thre_0.5"
"486";33;"learned";"last";"within_item-across_pair";-0,0246259812029803;"ca1_body_thre_0.5"
"487";33;"pre-learned";"first";"within_item-across_pair";-0,00540016602355555;"ca1_body_thre_0.5"
"488";33;"pre-learned";"last";"within_item-across_pair";-0,0128953378907011;"ca1_body_thre_0.5"
"489";35;"learned";"first";"within_item-across_pair";0,0196573687306975;"ca1_body_thre_0.5"
"490";35;"learned";"last";"within_item-across_pair";-0,0208591965802273;"ca1_body_thre_0.5"
"491";35;"pre-learned";"first";"within_item-across_pair";0,00541051607874015;"ca1_body_thre_0.5"
"492";35;"pre-learned";"last";"within_item-across_pair";-0,0276950959185351;"ca1_body_thre_0.5"
"493";36;"learned";"first";"within_item-across_pair";-0,0136800875870214;"ca1_body_thre_0.5"
"494";36;"learned";"last";"within_item-across_pair";-0,010013336450619;"ca1_body_thre_0.5"
"495";36;"pre-learned";"first";"within_item-across_pair";-0,000702793786678478;"ca1_body_thre_0.5"
"496";36;"pre-learned";"last";"within_item-across_pair";0,0126646523379256;"ca1_body_thre_0.5"
"497";1;"learned";"first";"within_pair-across_pair";-0,0177617552438389;"ppa_avg_scene_top_300"
"498";1;"learned";"last";"within_pair-across_pair";0,0046757231759903;"ppa_avg_scene_top_300"
"499";1;"pre-learned";"first";"within_pair-across_pair";-0,0181599419750335;"ppa_avg_scene_top_300"
